,MC_frame,rmf_frame_index,Total_Score,XLs_Trnka,XLs_Chen,XLs_psi_Trnka,XLs_psi_Chen,CR_Rpb9,CR_Rpb5,CR_Rpb10,CR_Rpb3,CR_Rpb8,CR_Rpb7,CR_Rpb12,CR_Rpb11,CR_Rpb6,CR_Rpb1,CR_Rpb4,CR_Rpb2,EV_sum,GaussianEMRestraint_None,GaussianEMRestraint_None_CCC,GaussianEMRestraint_sigma_None,traj,rmf3_file,XLs_sum,CR_sum,half
3400,3400.0,3400.0,619.8630867471609,93.22997890272843,61.355985543604056,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,5.091278175177742,0.0,0.0,0.0,0.0,0.2656753244938361,2.6980880947363195,0.0,1.5792330727673425,296.70106255242536,161.71437380346757,0.13819897484904495,1.0,example6,example6/rmfs//0.rmf3,151.8133757240927,9.634274667175239,B
3401,3401.0,3401.0,616.2288953394046,90.51742014906388,60.349831258829724,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,4.583807177851477,0.0,0.0,1.484346965560865,0.0,0.0,0.0,0.0,1.397357422812312,303.80874464578915,156.85997644173702,0.14697772361340317,1.0,example6,example6/rmfs//0.rmf3,148.09466268565382,7.465511566224653,B
3402,3402.0,3402.0,607.4161178103603,89.03722950290441,59.895093918691835,-1.3862943611198906,-1.3862943611198906,0.0,0.27996812751018735,0.0,2.4970564168060134,0.0,0.0,0.0,0.0,0.0,0.272580392908675,0.0,0.06988896097691466,301.40865338987953,156.72823582292256,0.14700739043792466,1.0,example6,example6/rmfs//0.rmf3,146.15973469935645,3.1194938982017906,B
3403,3403.0,3403.0,611.551627932377,88.9748867182344,59.79972676566698,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4529522480410675,0.0,0.0,304.4703099186033,157.62634100407095,0.14524490025299264,1.0,example6,example6/rmfs//0.rmf3,146.0020247616616,3.4529522480410675,B
3404,3404.0,3404.0,603.6708320360385,87.5197461301451,59.90766572092047,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.054831812173109444,0.0,0.0,0.0,0.0,0.0,1.7440817088913692,0.0,4.658057137411454,297.0391896908047,155.51984855793214,0.14915215878202664,1.0,example6,example6/rmfs//0.rmf3,144.65482312882577,6.4569706584759325,B
3405,3405.0,3405.0,603.743590571946,85.56800558546455,58.36788751755131,-1.3862943611198906,-1.3862943611198906,0.0,1.3567092227343784,0.0,3.4236710702934383,0.0,0.0,0.0,0.0,0.0,0.19973194916832132,0.0,0.0,301.20007751226285,156.400096436711,0.14740419579076378,1.0,example6,example6/rmfs//0.rmf3,141.16330438077608,4.980112242196138,B
3406,3406.0,3406.0,600.9201834787926,88.18254988737111,57.38990573294129,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,1.2567894253681857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.56110605461777,154.30242110073405,0.15129261626373344,1.0,example6,example6/rmfs//0.rmf3,142.7998668980726,1.2567894253681857,B
3407,3407.0,3407.0,615.5945348117167,89.85763040997327,58.14158074988064,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025832011045476964,3.183799926815756,0.0,1.4877689011892463,309.4691789886124,156.20133254643977,0.14769724935476608,1.0,example6,example6/rmfs//0.rmf3,145.2266224376141,4.697400839050479,B
3408,3408.0,3408.0,603.0944717034976,90.03641076362612,57.11515142376873,-1.3862943611198906,-1.3862943611198906,0.0,7.366226422579823,0.0,0.2630740032539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15648882480384185,297.7304155460894,153.19929344161545,0.15362902045049015,1.0,example6,example6/rmfs//0.rmf3,144.37897346515507,7.785789250637647,B
3409,3409.0,3409.0,609.6364039090906,90.93301737288061,62.05438172420056,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,3.6359930501072366,0.0,0.0,0.0,0.0,0.0,1.181091317034847,0.0,1.4853462428671333,300.66482132346175,152.45434160077832,0.15496564834050403,1.0,example6,example6/rmfs//0.rmf3,150.2148103748414,6.302430610009217,B
3410,3410.0,3410.0,601.1729479285146,90.14472032700975,62.029154065398664,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973049369973308,0.14802455509328427,0.0,0.5563631882626754,297.6617339847818,153.20823559321096,0.15363616005769662,1.0,example6,example6/rmfs//0.rmf3,149.40128567016862,0.9016926803532904,B
3411,3411.0,3411.0,612.3283878743403,91.59250951041864,63.100831637407914,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13281158225140235,0.0,1.8233930649376204,306.45546351871855,151.99596728284587,0.1561629395190982,1.0,example6,example6/rmfs//0.rmf3,151.92075242558676,1.9562046471890229,B
3412,3412.0,3412.0,614.3988496198311,88.96611394962127,60.91794824133777,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.30457634825761015,0.0,0.0,1.2634177965352131,0.0,0.4660600138320317,9.045518675208307,0.0,0.03482875876505978,297.39866380839766,158.77431075011603,0.1434795279787355,1.0,example6,example6/rmfs//0.rmf3,147.11147346871925,11.114401592598222,B
3413,3413.0,3413.0,609.984118635505,90.92176095133061,60.49571242787689,-1.3862943611198906,-1.3862943611198906,0.3222247523651362,0.0,0.0,0.0,0.0,0.0,2.932090332378314,0.0,0.7495145185405834,0.3173312629228848,0.0,0.7260429257020897,301.42403425750774,154.86799592912053,0.1506067209534166,1.0,example6,example6/rmfs//0.rmf3,148.64488465696772,5.047203791909008,B
3414,3414.0,3414.0,608.8045150526909,90.34651620976499,60.53872687902067,-1.3862943611198906,-1.3862943611198906,0.1277106928218696,0.0,0.0,0.24597150002525958,0.0,0.0,0.0,0.0,1.4155192510989152,1.3688003456742655,0.0,0.0,304.58727037249247,152.94658852403228,0.15424794290165045,1.0,example6,example6/rmfs//0.rmf3,148.11265436654588,3.15800178962031,B
3415,3415.0,3415.0,604.4370773170406,88.59474400300361,61.90448970826109,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069477466173267,0.0,0.3818852241504008,300.56360633813557,154.69546329955645,0.15081363952968618,1.0,example6,example6/rmfs//0.rmf3,147.72664498902492,1.451362690323668,B
3416,3416.0,3416.0,604.7105802036502,87.86993656085056,59.362462403694636,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.7381343898639334,0.0,0.0,0.0,0.0,1.0462034331007997,0.0,0.756374041991091,305.61371431960015,152.0963437767889,0.15562370011526241,1.0,example6,example6/rmfs//0.rmf3,144.45981024230542,2.5407118649558242,B
3417,3417.0,3417.0,605.4798621343867,86.00044658881437,60.216323093782215,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0179002050132,155.01778096901674,0.1501071025946856,1.0,example6,example6/rmfs//0.rmf3,143.4441809603568,0.0,B
3418,3418.0,3418.0,625.2401497739086,89.63518634031288,61.876906335537285,-1.3862943611198906,-1.3862943611198906,0.0,0.0,0.0,1.231505510204208,0.0,0.0,0.0,0.0,0.0,0.9681730122866413,0.0,0.6944582332194648,310.1370354650772,163.4694735995107,0.13534340996579067,1.0,example6,example6/rmfs//0.rmf3,148.73950395361038,2.894136755710314,B
